 2.234 	 7.279 	 37.037 	 -0.079 	 35.336 	 34.359 	 1.150 
 2.681 	 7.549 	 36.929 	 -0.083 	 35.927 	 33.172 	 1.160 
 2.497 	 7.640 	 36.949 	 0.055 	 36.005 	 38.135 	 1.170 
 2.605 	 7.946 	 37.178 	 -0.076 	 37.515 	 34.100 	 1.180 
 2.606 	 8.071 	 37.169 	 0.361 	 35.423 	 32.745 	 1.190 
 2.284 	 7.947 	 37.095 	 0.667 	 36.224 	 35.014 	 1.200 
 2.453 	 7.989 	 37.680 	 0.586 	 35.736 	 31.353 	 1.210 
 2.353 	 7.940 	 37.560 	 0.647 	 37.171 	 32.688 	 1.220 
 2.350 	 8.092 	 37.379 	 0.571 	 36.021 	 33.844 	 1.230 
 2.456 	 8.561 	 37.993 	 1.105 	 36.719 	 31.146 	 1.240 
 2.624 	 8.231 	 37.697 	 1.538 	 38.000 	 32.401 	 1.250 
 2.516 	 8.423 	 37.897 	 1.673 	 37.783 	 29.520 	 1.260 
 2.451 	 8.899 	 38.109 	 1.380 	 35.627 	 32.058 	 1.270 
 2.405 	 8.843 	 38.351 	 2.293 	 37.823 	 32.995 	 1.280 
 2.621 	 8.825 	 38.050 	 2.038 	 37.755 	 28.070 	 1.290 
 2.709 	 8.812 	 38.432 	 2.472 	 37.819 	 34.246 	 1.300 
 2.647 	 9.297 	 38.370 	 2.295 	 37.631 	 33.787 	 1.310 
 2.532 	 8.951 	 38.701 	 2.349 	 35.758 	 33.425 	 1.320 
 2.517 	 9.123 	 38.396 	 2.883 	 37.339 	 30.698 	 1.330 
 2.800 	 9.161 	 38.560 	 3.033 	 37.174 	 27.783 	 1.340 
 2.565 	 9.369 	 38.536 	 2.971 	 38.164 	 31.035 	 1.350 
 2.794 	 9.654 	 38.569 	 2.778 	 36.683 	 31.781 	 1.360 
 2.639 	 9.773 	 38.908 	 3.156 	 37.127 	 28.516 	 1.370 
 2.788 	 9.593 	 39.092 	 3.616 	 37.203 	 26.090 	 1.380 
 2.540 	 9.700 	 39.259 	 4.080 	 37.640 	 25.406 	 1.390 
 2.529 	 10.227 	 39.131 	 3.924 	 35.642 	 26.165 	 1.400 
 2.680 	 9.947 	 39.331 	 4.170 	 37.360 	 24.979 	 1.410 
 2.511 	 10.461 	 39.077 	 4.163 	 35.366 	 26.423 	 1.420 
 2.546 	 10.296 	 39.515 	 4.671 	 35.845 	 27.217 	 1.430 
 2.654 	 10.301 	 39.185 	 4.873 	 38.830 	 25.958 	 1.440 
 2.599 	 10.681 	 39.254 	 4.797 	 35.887 	 26.864 	 1.450 
 2.769 	 10.500 	 39.452 	 4.914 	 36.394 	 29.510 	 1.460 
 2.905 	 10.948 	 39.718 	 4.883 	 38.697 	 24.888 	 1.470 
 2.823 	 10.972 	 39.900 	 5.397 	 38.705 	 25.799 	 1.480 
 2.576 	 11.174 	 39.624 	 5.846 	 36.593 	 29.188 	 1.490 
 2.725 	 10.960 	 39.801 	 5.535 	 36.219 	 28.725 	 1.500 
 2.724 	 10.949 	 40.083 	 5.588 	 37.791 	 26.658 	 1.510 
 2.734 	 11.423 	 39.728 	 5.873 	 35.692 	 28.237 	 1.520 
 2.699 	 11.412 	 39.849 	 6.413 	 38.875 	 28.101 	 1.530 
 2.601 	 11.490 	 39.935 	 6.664 	 38.872 	 26.056 	 1.540 
 2.892 	 11.756 	 40.165 	 6.495 	 37.281 	 27.397 	 1.550 
 2.859 	 11.873 	 40.186 	 6.333 	 35.339 	 26.559 	 1.560 
 2.591 	 11.915 	 40.060 	 6.798 	 35.800 	 21.541 	 1.570 
 2.666 	 11.918 	 40.292 	 6.603 	 36.378 	 23.678 	 1.580 
 2.661 	 11.854 	 40.449 	 7.374 	 38.670 	 27.260 	 1.590 
 3.083 	 12.271 	 40.537 	 7.224 	 37.652 	 22.023 	 1.600 
 3.126 	 12.344 	 40.849 	 7.618 	 38.874 	 20.355 	 1.610 
 3.175 	 12.045 	 40.834 	 7.524 	 36.169 	 20.702 	 1.620 
 2.825 	 12.388 	 40.594 	 7.493 	 38.715 	 23.726 	 1.630 
 3.234 	 12.524 	 40.893 	 7.931 	 38.160 	 22.781 	 1.640 
 3.181 	 12.574 	 41.126 	 8.074 	 35.703 	 23.691 	 1.650 
 2.961 	 12.885 	 41.191 	 8.343 	 37.095 	 25.040 	 1.660 
 3.000 	 13.048 	 41.204 	 8.446 	 37.596 	 19.688 	 1.670 
 3.041 	 12.750 	 41.018 	 8.659 	 37.709 	 18.362 	 1.680 
 3.195 	 13.214 	 40.907 	 9.184 	 38.017 	 21.002 	 1.690 
 3.102 	 13.086 	 41.064 	 8.788 	 35.442 	 17.078 	 1.700 
 3.296 	 12.960 	 41.289 	 9.224 	 37.257 	 20.448 	 1.710 
 3.185 	 13.318 	 41.355 	 9.548 	 36.861 	 16.671 	 1.720 
 3.152 	 13.666 	 41.193 	 9.727 	 37.348 	 17.687 	 1.730 
 3.177 	 13.499 	 41.615 	 9.661 	 36.492 	 22.207 	 1.740 
 3.199 	 13.784 	 41.430 	 10.164 	 36.180 	 22.957 	 1.750 
 3.092 	 13.471 	 41.369 	 9.606 	 37.686 	 16.783 	 1.760 
 3.570 	 13.907 	 41.602 	 9.900 	 36.853 	 22.431 	 1.770 
 3.448 	 13.883 	 41.530 	 10.526 	 37.470 	 19.471 	 1.780 
 3.624 	 13.904 	 41.704 	 10.659 	 36.918 	 15.057 	 1.790 
 3.532 	 14.322 	 41.907 	 10.587 	 36.234 	 18.823 	 1.800 
 3.445 	 14.402 	 41.628 	 10.670 	 35.911 	 14.953 	 1.810 
 3.322 	 14.199 	 41.696 	 11.116 	 36.532 	 20.298 	 1.820 
 3.551 	 14.268 	 41.929 	 11.186 	 36.139 	 13.541 	 1.830 
 3.292 	 14.676 	 42.006 	 11.091 	 37.776 	 18.252 	 1.840 
 3.598 	 14.405 	 41.759 	 11.894 	 36.934 	 19.028 	 1.850 
 3.828 	 14.805 	 41.721 	 11.691 	 38.861 	 17.768 	 1.860 
 3.524 	 15.006 	 42.069 	 12.247 	 37.832 	 12.796 	 1.870 
 3.430 	 14.948 	 41.974 	 11.855 	 38.668 	 14.975 	 1.880 
 3.506 	 15.092 	 42.185 	 12.520 	 37.790 	 13.489 	 1.890 
 3.606 	 15.246 	 42.299 	 12.753 	 38.793 	 15.409 	 1.900 
 3.777 	 15.382 	 42.004 	 12.401 	 38.724 	 15.721 	 1.910 
 3.653 	 15.334 	 42.263 	 12.608 	 35.697 	 14.590 	 1.920 
 3.750 	 15.311 	 42.127 	 13.208 	 38.795 	 17.597 	 1.930 
 3.908 	 15.379 	 42.107 	 12.780 	 37.196 	 13.573 	 1.940 
 3.712 	 15.847 	 42.266 	 13.286 	 37.863 	 16.113 	 1.950 
 3.774 	 15.842 	 42.515 	 13.711 	 36.680 	 14.489 	 1.960 
 4.104 	 16.059 	 42.527 	 13.704 	 37.858 	 16.645 	 1.970 
 4.277 	 16.032 	 42.527 	 13.391 	 37.774 	 11.973 	 1.980 
 3.852 	 16.207 	 42.318 	 14.296 	 36.201 	 15.984 	 1.990 
 3.895 	 16.188 	 42.819 	 13.674 	 37.572 	 12.333 	 2.000 
 3.973 	 16.054 	 42.807 	 14.078 	 37.880 	 11.095 	 2.010 
 3.952 	 16.616 	 42.780 	 14.142 	 38.511 	 12.873 	 2.020 
 4.404 	 16.428 	 42.878 	 14.118 	 36.092 	 12.301 	 2.030 
 4.141 	 16.599 	 42.669 	 14.892 	 37.912 	 7.914 	 2.040 
 4.304 	 16.870 	 42.642 	 14.995 	 38.237 	 11.520 	 2.050 
 4.570 	 16.814 	 42.981 	 14.641 	 35.906 	 11.516 	 2.060 
 4.624 	 17.119 	 42.891 	 15.566 	 37.013 	 7.492 	 2.070 
 4.250 	 16.849 	 42.561 	 15.831 	 36.224 	 8.122 	 2.080 
 4.477 	 17.318 	 42.637 	 15.662 	 37.746 	 8.363 	 2.090 
 4.288 	 17.382 	 43.027 	 15.776 	 36.290 	 13.478 	 2.100 
 4.700 	 17.516 	 43.077 	 16.272 	 38.136 	 7.172 	 2.110 
 4.550 	 17.372 	 42.894 	 15.683 	 36.713 	 7.582 	 2.120 
 4.884 	 17.581 	 42.988 	 16.193 	 35.449 	 7.632 	 2.130 
 4.493 	 17.478 	 42.808 	 16.501 	 36.571 	 8.987 	 2.140 
 4.748 	 17.797 	 42.780 	 16.156 	 38.737 	 8.287 	 2.150 
 5.028 	 18.100 	 42.986 	 16.509 	 38.188 	 10.230 	 2.160 
 4.873 	 18.196 	 42.878 	 17.018 	 38.613 	 9.875 	 2.170 
 5.017 	 18.049 	 42.830 	 16.688 	 38.597 	 11.182 	 2.180 
 4.660 	 18.104 	 42.976 	 16.975 	 38.342 	 4.593 	 2.190 
 5.203 	 18.172 	 43.127 	 17.774 	 36.618 	 7.734 	 2.200 
 4.996 	 18.259 	 42.995 	 17.167 	 35.297 	 3.373 	 2.210 
 5.171 	 18.327 	 42.893 	 18.077 	 38.391 	 8.131 	 2.220 
 5.316 	 18.682 	 43.221 	 18.196 	 38.289 	 6.804 	 2.230 
 5.247 	 18.598 	 43.153 	 18.291 	 38.596 	 6.213 	 2.240 
 5.364 	 18.891 	 43.382 	 18.073 	 36.141 	 6.920 	 2.250 
 5.346 	 18.861 	 43.336 	 18.244 	 35.793 	 8.262 	 2.260 
 5.360 	 18.909 	 43.436 	 18.518 	 35.605 	 2.358 	 2.270 
 5.327 	 19.336 	 43.356 	 19.158 	 36.135 	 8.436 	 2.280 
 5.562 	 19.325 	 43.163 	 18.676 	 36.477 	 3.066 	 2.290 
 5.504 	 19.140 	 43.420 	 18.997 	 36.825 	 5.916 	 2.300 
 5.460 	 19.327 	 43.308 	 19.605 	 38.215 	 3.594 	 2.310 
 5.599 	 19.671 	 43.004 	 19.310 	 36.807 	 6.629 	 2.320 
 5.847 	 19.658 	 43.100 	 19.455 	 35.411 	 0.042 	 2.330 
 5.720 	 19.796 	 43.159 	 19.389 	 38.409 	 6.605 	 2.340 
 5.534 	 20.059 	 43.334 	 20.035 	 35.728 	 6.855 	 2.350 
 5.840 	 19.873 	 43.093 	 20.222 	 35.952 	 4.399 	 2.360 
 6.053 	 20.137 	 43.416 	 20.115 	 37.834 	 1.672 	 2.370 
 5.897 	 19.960 	 43.116 	 20.089 	 35.590 	 -1.120 	 2.380 
 6.003 	 20.400 	 43.610 	 20.969 	 36.365 	 5.102 	 2.390 
 6.019 	 20.148 	 43.380 	 20.858 	 35.859 	 2.334 	 2.400 
 5.948 	 20.239 	 43.410 	 20.675 	 37.448 	 4.654 	 2.410 
 5.896 	 20.633 	 43.265 	 21.269 	 38.591 	 3.867 	 2.420 
 6.224 	 20.528 	 43.466 	 21.440 	 36.104 	 2.080 	 2.430 
 6.381 	 20.757 	 43.636 	 21.177 	 35.911 	 4.166 	 2.440 
 6.118 	 20.653 	 43.333 	 21.720 	 38.345 	 2.522 	 2.450 
 6.531 	 21.086 	 43.194 	 21.398 	 38.352 	 2.277 	 2.460 
 6.284 	 20.994 	 43.365 	 22.246 	 35.897 	 -1.128 	 2.470 
 6.755 	 21.191 	 43.252 	 22.585 	 37.969 	 0.787 	 2.480 
 6.670 	 21.401 	 43.591 	 22.676 	 37.063 	 -2.548 	 2.490 
 
